CRN,Course #,Sc,Title,Attribute,Units,CAP,Enr,Instructor,Days,Times,Room,Comments/Prereq.,Perm Only
33795,ID 291,1,REFUGEES/FORCED MIG & BELONG,"DI

GP",1.00,15,17,Anita Fabos,F,09:00 AM - 11:50 AM,CONF D,P=ID 120 OR 125; JRS & SRS ONLY,N
31743,ID 296,1,ADVANCED VECTOR GIS,,1.00,20,28,Yelena Ogneva-Himmelberger,"TR

F","10:25 AM - 11:40 AM

12:00 PM - 01:15 PM","JC105

JC103",P=GEOG 190,N
34251,ID 297,1,HONORS,,1.00,10,1,Nigel Brissett,-,-,-,,Y
30255,ID 297,2,HONORS,,1.00,10,0,Denise Humphreys Bebbington,-,-,-,,Y
30256,ID 297,3,HONORS,,1.00,10,0,David Bell,-,-,-,,Y
32173,ID 297,5,HONORS,,1.00,10,0,Margaret Post,-,-,-,,Y
30259,ID 297,8,HONORS,,1.00,10,1,Anita Fabos,-,-,-,,Y
30260,ID 297,9,HONORS,,1.00,10,0,Jude Fernando,-,-,-,,Y
31022,ID 297,10,HONORS,,1.00,10,0,Morgan Ruelle,-,-,-,,Y
30261,ID 297,11,HONORS,,1.00,10,1,Ellen Foley,-,-,-,,Y
30263,ID 297,13,HONORS,,1.00,10,0,Paul Posner,-,-,-,,Y
30264,ID 297,15,HONORS,,1.00,10,0,Ken MacLean,-,-,-,,Y
30492,ID 297,23,HONORS,,1.00,10,0,Cynthia Caron,-,-,-,,Y
30306,ID 298,0,INTERNSHIP,,1.00,0,0,,-,-,-,CONTACT CAREER SERVICES TO ARRANGE; GRADED PASS/FAIL,Y
30238,ID 299,0,DIRECTED STUDY,,1.00,0,0,,-,-,-,CONTACT A FACULTY MEMBER TO ARRANGE,Y
30057,IDND 018,1,EXPOSITORY WRITING,,1.00,18,10,Heather Macpherson,MW,04:15 PM - 05:30 PM,B237,,N
33848,IDND 018,2,EXPOSITORY WRITING,,1.00,18,13,Jane Dykema,TR,10:25 AM - 11:40 AM,S223,,N
30887,IDND 022,1,"WRITING:HORROR, SERIAL KILLERS","VE

WE",1.00,20,21,Jacqueline Morrill,TR,04:15 PM - 05:30 PM,BP220,P=IDND 018 OR WRIT'G PLCMNT,N
32636,IDND 075,1,BUILD SUCC IN/DESPITE ACADEMIA,"DI

VP",1.00,20,20,Wesley Boucher,MR,01:25 PM - 02:40 PM,G104,8 SEATS RESERVED FOR 1ST YRS,N
32612,IDND 103,1,DESIGN YOUR CLARK EXPERIENCE,,0.50,20,20,Lisa Chase,R,01:25 PM - 02:40 PM,JC104,GRADED PASS/FAIL,N
32142,IDND 299,1,HERO DIRECTED RESEARCH,,1.00,10,4,"John Rogan, Deborah Martin",-,-,-,,Y
30224,JAPN 102,1,ELEMENTARY JAPANESE II,LP,1.00,19,16,Emiko Rafique,MWF,10:00 AM - 10:50 AM,JC106,P= JAPN 101; MUST REG FOR DISC 901 OR 902,N
31696,JAPN 102,2,ELEMENTARY JAPANESE II,LP,1.00,19,13,Emiko Rafique,MWF,11:00 AM - 11:50 AM,JC106,P=JAPN 101; MUST REG FOR DISC 903 OR 904,N
30225,JAPN 102,901,DISC: ELEMENTARY JAPANESE II,LP,0.00,10,10,Emiko Rafique,W,05:00 PM - 05:50 PM,ES402,,N
30226,JAPN 102,902,DISC: ELEMENTARY JAPANESE II,LP,0.00,9,6,Emiko Rafique,F,04:00 PM - 04:50 PM,ES420,,N
31428,JAPN 102,903,DISC: ELEMENTARY JAPANESE II,LP,0.00,10,7,Emiko Rafique,W,05:00 PM - 05:50 PM,ES414,,N
31697,JAPN 102,904,DISC: ELEMENTARY JAPANESE II,LP,0.00,9,6,Emiko Rafique,R,01:25 PM - 02:15 PM,ES420,,N
30227,JAPN 104,1,INTERMEDIATE JAPANESE II,LP,1.00,19,7,Tomoko Takagi,TR,09:00 AM - 10:15 AM,ES402,P= JAPN 103 OR 3 TO 4 YEARS OF JAPANESE; MUST REG FOR DISC,N
33897,JAPN 104,902,DISC: INTERMEDIATE JAPANESE II,LP,0.00,9,7,Tomoko Takagi,W,05:00 PM - 05:50 PM,S311,,N
33147,JAPN 195,1,MOVEMENTS & MARGINS JAPN FILM,"DI

VE

WE",1.00,19,19,Jack Traphagan,TR,10:25 AM - 11:40 AM,BP220,P=IDND 018 OR WRIT'G PLCMNT,N
30458,JAPN 299,0,DIRECTED STUDY,,1.00,0,0,,-,-,-,CONTACT A FACULTY MEMBER TO ARRANGE,Y
30564,JS 299,0,DIRECTED STUDY,,1.00,0,0,,-,-,-,CONTACT A FACULTY MEMBER TO ARRANGE,Y
30597,LALS 299,0,DIRECTED STUDY,,1.00,0,0,,-,-,-,CONTACT DIRECTOR TO ARRANGE,Y
30001,LAS 039,1,ADVANCED TRIAL ADVOCACY I,,0.50,16,2,Steven Kennedy,R,06:00 PM - 09:00 PM,B237,P=LAS 038 AND PERM ONLY,Y
30002,LAS 040,1,ADVANCED TRIAL ADVOCACY II,,0.50,16,2,Steven Kennedy,R,06:00 PM - 09:00 PM,B237,P=LAS 039 AND PERM ONLY,Y
30243,LAS 041,1,ADVANCED TRIAL ADVOCACY III,,0.50,16,2,Steven Kennedy,R,06:00 PM - 09:00 PM,B237,P=LAS 040 AND PERM,Y
30311,LAS 298,0,INTERNSHIP,,1.00,0,0,,-,-,-,CONTACT CAREER SERVICES TO ARRANGE; GRADED PASS/FAIL,Y
30459,LAS 299,0,DIRECTED STUDY,,1.00,0,0,,-,-,-,CONTACT A FACULTY MEMBER TO ARRANGE,Y
30266,LAT 102,1,INTRODUCTORY LATIN II,LP,1.00,19,19,Chris Synodinos,TR,04:15 PM - 05:30 PM,ES414,P= LAT 101,N
30145,MATH 102,1,CONCEPTS OF ELEMENTARY MATH II,,1.00,25,7,Michael Klugerman,F,09:00 AM - 11:50 AM,BP316,P= MATH 101,N
33009,MATH 113,1,SPORTS ANALYTICS,FA,1.00,18,15,Michael Satz,MW,12:00 PM - 01:15 PM,BP316,P=MATH 120 OR MATH PLACEMENT,N
30921,MATH 114,1,DISCRETE MATHEMATICS,FA,1.00,25,20,Robert Ream,TR,09:00 AM - 10:15 AM,JC206,P=MATH 120 OR 121 OR 124 OR CSCI 120 OR 124,N
30147,MATH 119,1,PRE-CALCULUS,,1.00,25,17,Michael Satz,MW,04:15 PM - 05:30 PM,JC206,P= MATH PLACEMENT OR PERM,N
31659,MATH 120,1,CALCULUS I,FA,1.00,25,30,Robert Ream,TR,10:25 AM - 11:40 AM,JC206,P=MATH PLACEMENT OR MATH 119,N
30148,MATH 121,1,CALCULUS II,FA,1.00,25,23,Aghil Alaee Khangha,TF,01:25 PM - 02:40 PM,BP316,P=MATH 120 OR 124,N
31660,MATH 121,2,CALCULUS II,FA,1.00,25,19,Aghil Alaee Khangha,TF,02:50 PM - 04:05 PM,BP316,P=MATH 120 OR 124,N
34172,MATH 121,3,CALCULUS II,FA,1.00,25,15,Elahe Khalili Samani,MW,12:00 PM - 01:15 PM,BP326,P=MATH 120 OR 124,N
30151,MATH 131,1,MULTIVARIATE CALCULUS,,1.00,25,29,Robert Ream,MWF,11:00 AM - 11:50 AM,BP217,P= MATH 130 OR PERM,N
34001,MATH 210,1,INTRO TO QUANTITATIVE FINANCE,,1.00,16,12,Amir Babak Aazami,MW,12:00 PM - 01:15 PM,BP220,P=MATH 131,N
30839,MATH 219,1,LINEAR MODELS,,1.00,22,18,Aghil Alaee Khangha,TF,12:00 PM - 01:15 PM,BP316,P=MATH 217,N
33983,MATH 220,1,"MARKOV CHAINS:THEORY, APP, ALG",,1.00,16,10,Michael Satz,TF,02:50 PM - 04:05 PM,BP326,P=MATH 217 & CSCI 120,N
30497,MATH 244,1,DIFFERENTIAL EQUATIONS,,1.00,25,11,Elahe Khalili Samani,MW,04:15 PM - 05:30 PM,BP316,P=MATH 130 OR PERM,N
32252,MATH 297,1,HONORS,,1.00,2,0,Michael Satz,-,-,-,,Y
32327,MATH 297,2,HONORS,,1.00,10,0,Ali Maalaoui,-,-,-,,Y
32328,MATH 297,3,HONORS,,1.00,10,0,Amir Babak Aazami,-,-,-,,Y
32329,MATH 297,4,HONORS,,1.00,10,0,Aghil Alaee Khangha,-,-,-,,Y
33962,MCA 101,1,"INTRO THEORY,HIST,ANLYS MEDIA","VE

WE",1.00,30,21,Hugh Manon,TR,10:25 AM - 11:40 AM,TC112,P=IDND 018 OR WRIT'G PLCMNT; 1ST YRS & SOPH ONLY,N
33963,MCA 250,1,ST: REPORT/REVIEWING THE ARTS,,1.00,15,6,"Ronald Schachter, Monica Sager",T,06:00 PM - 09:00 PM,TC112,,N
31903,MCA 290,1,MEDIA NOW:THEORY INTO PRACTICE,,1.00,12,8,Matt Malsky,T,02:50 PM - 05:50 PM,TC107,MCA MAJORS ONLY; SRS ONLY,N
30844,MCA 297,1,HONORS,,1.00,10,1,Hugh Manon,-,-,-,,Y
31493,MCA 297,2,HONORS,,1.00,10,0,Soren Sorensen,-,-,-,,Y
30155,MGMT 100,1,ART & SCIENCE OF MANAGEMENT,"VE

WE",1.00,25,25,Vasilia Vasiliou,TR,09:00 AM - 10:15 AM,CH231,"P=IDND 018 OR WRIT'G PLCMNT; DIALOGUE COURSE; FIRST YEAR & SOPH ONLY, OTHERS BY PERM",N
30156,MGMT 100,2,ART & SCIENCE OF MANAGEMENT,"VE

WE",1.00,25,25,Vasilia Vasiliou,TR,10:25 AM - 11:40 AM,CH231,"P=IDND 018 OR WRIT'G PLCMNT; DIALOGUE COURSE; FIRST YEAR & SOPH ONLY, OTHERS BY PERM",N
30434,MGMT 100,3,ART & SCIENCE OF MANAGEMENT,"VE

WE",1.00,25,27,Paul Case,TF,12:00 PM - 01:15 PM,CH231,"P=IDND 018 OR WRIT'G PLCMNT; DIALOGUE COURSE; FIRST YEAR & SOPH ONLY, OTHERS BY PERM",N
32424,MGMT 210,2,MGMT & BEHAVIORAL PRINCIPLES,DI,1.00,30,32,Vasilia Vasiliou,R,02:50 PM - 05:50 PM,CH231,"SOPH, JRS & SRS ONLY",N
30157,MGMT 260,1,APPLIED ART/SCIENCE OF MGMT,,1.00,30,29,Jonathan Sales,M,02:50 PM - 05:50 PM,CH120,"SR FIN, MGMT & MKT MAJOR ONLY",N
34034,MGMT 296,1,SP TOP:SMALL BUSINESS ANALYST,,1.00,6,3,Thomas Herald,W,06:00 PM - 09:00 PM,CH231,CONTACT LBURGESS@CLARKU.EDU FOR PERM,Y
34035,MGMT 297,1,MANAGEMENT HONORS RESEARCH,,1.00,1,0,Vasilia Vasiliou,-,-,-,,Y
30438,MGMT 298,0,INTERNSHIP,,1.00,0,0,,-,-,-,CONTACT CAREER SERVICES TO ARRANGE; GRADED PASS/FAIL,Y
30460,MGMT 299,0,DIRECTED STUDY,,1.00,0,0,,-,-,-,CONTACT A FACULTY MEMBER TO ARRANGE,Y
31630,MKT 230,1,MARKETING MANAGEMENT,,1.00,40,38,Olamide Olajuwon-Ige,M,06:00 PM - 09:00 PM,JC104,"P=MGMT 100; SOPH, JRS & SRS ONLY",N
34144,MKT 230,2,MARKETING MANAGEMENT,,1.00,40,39,Olamide Olajuwon-Ige,M,09:00 AM - 11:50 AM,JC217,"P=MGMT 100; SOPHS, JRS & SRS ONLY",N
34004,MKT 231,1,MARKETING RESEARCH,POP,1.00,30,31,Ayan Ghosh Dastidar,TR,06:00 PM - 07:15 PM,JC120,"P=QBUS 110 OR PSYC 105 OR ECON 160 OR MATH 117; SOPH, JRS & SRS ONLY",N
33314,MKT 237,1,BRANDING CONCEPTS & PRINCIPLES,,1.00,30,37,Thomas Murphy,MW,12:00 PM - 01:15 PM,CH231,"SOPH, JRS, SRS ONLY; P=MKT 230",N
32623,MKT 238,1,DIGITAL MARKETING,,1.00,30,30,Mark Gefteas,W,09:00 AM - 11:50 AM,JC215,"P=MGMT 230 OR MKT 230; SOPH, JRS & SRS ONLY",N
34036,MKT 297,1,MARKETING HONORS RESEARCH,,1.00,1,1,Ayan Ghosh Dastidar,-,-,-,,Y
31331,MKT 298,0,INTERNSHIP,,1.00,0,0,,-,-,-,CONTACT CAREER SERVICES TO ARRANGE; GRADED PASS/FAIL,Y
31332,MKT 299,0,DIRECTED STUDY,,1.00,0,0,,-,-,-,CONTACT A FACULTY MEMBER TO ARRANGE,Y
32363,MUSC 001,1,KEYBOARD SKILLS,,0.50,10,10,Yelena Beriyeva,R,10:25 AM - 11:40 AM,ES126,,N
32364,MUSC 002,1,SIGHT SINGING & EAR TRAINING,,0.50,10,8,Ashley L'Esperance,T,10:25 AM - 11:40 AM,ES111,,N
33964,MUSC 013,1,JAZZ BIOGRAPHIES,"AP

DI",1.00,40,42,Jerry Sabatini,MW,04:15 PM - 05:30 PM,FMC,,N
33965,MUSC 082,1,PERFORMANCE WORKSHOP,,1.00,15,5,Yelena Beriyeva,T,02:50 PM - 05:50 PM,FMC,,N
33966,MUSC 098,1,FOUNDATIONS OF MUSIC & PROD,AP,1.00,25,23,Brent Wetters,MW,12:00 PM - 01:15 PM,FMC,,N
33967,MUSC 101,1,BACH AND BEFORE,HP,1.00,25,27,Benjamin Korstvedt,TR,10:25 AM - 11:40 AM,FMC,,N
30159,MUSC 102,1,CLASSIC & ROMANTIC PERIOD,AP,1.00,25,19,Benjamin Korstvedt,MR,01:25 PM - 02:40 PM,FMC,,N
30160,MUSC 121,1,THEORY I: PRINC TONAL ANALYSIS,FA,1.00,25,25,Cailin Manson,MWF,09:00 AM - 09:50 AM,FMC,P= MUSC 021 OR 098 OR PERM,N
33968,MUSC 125,1,MUSICAL ACOUSTICS,SP,1.00,21,28,John Freyermuth,"MR

MR","02:50 PM - 04:05 PM

02:50 PM - 04:05 PM","MACD016

MACD003",,N
33092,MUSC 133,1,BEGINNING A MUSC CAREER,POP,1.00,25,9,Ashley L'Esperance,TR,09:00 AM - 10:15 AM,FMC,,N
34024,MUSC 141,1,COMPUTERS AND MUSIC,AP,1.00,20,21,John Freyermuth,"MR

MR

MR","01:25 PM - 02:40 PM

01:25 PM - 02:40 PM

01:25 PM - 02:40 PM","MACD017

MACD016

MACD003",,N
30162,MUSC 170,1,CLARK UNIVERSITY CHOIR,,Var,70,40,Cailin Manson,W,06:00 PM - 08:00 PM,FMC,,N
30163,MUSC 171,1,CLARK CHAMBER CHORUS,,Var,20,16,Cailin Manson,M,07:00 PM - 08:30 PM,TCRH,AUDITION REQUIRED,Y
30364,MUSC 172,1,CONCERT BAND,,0.50,40,12,Samantha McGill,R,06:15 PM - 09:00 PM,FMC,,Y
30164,MUSC 173,1,CHAMBER ENSEMBLES,,0.50,10,0,Yelena Beriyeva,-,-,-,AUDITION REQUIRED,Y
30172,MUSC 174,1,JAZZ WORKSHOP,,0.50,30,14,Jerry Sabatini,M,07:01 PM - 09:00 PM,FMC,,N
30173,MUSC 174,2,JAZZ COMBO,,0.50,20,10,Jerry Sabatini,M,06:00 PM - 07:00 PM,FMC,,N
30174,MUSC 175,1,CLARK UNIV SYMPHONY ORCHESTRA,,Var,20,5,Cailin Manson,"R

T","02:50 PM - 05:50 PM

06:00 PM - 08:00 PM","FMC

FMC",,N
30176,MUSC 180,1,INDIV INSTRUCTION: SAXOPHONE,,0.50,30,0,"Cailin Manson, William Jones",-,-,-,,Y
30747,MUSC 180,2,INDIVIDUAL INSTRUCTION: VOICE,,0.50,10,5,Cailin Manson,-,-,-,,Y
30245,MUSC 180,3,INDIV INSTRUCTION: CLARINET,,0.50,20,1,"Cailin Manson, Hannah Berube",-,-,-,,Y
30246,MUSC 180,4,INDIV INSTRUCTION: JAZZ BASS,,0.50,20,0,"Jose Castillo, Cailin Manson",-,-,-,,Y
30247,MUSC 180,5,INDIV INSTRUCTION: PERCUSSION,,0.50,20,0,"Michael Connors, Cailin Manson",-,-,-,,Y
30248,MUSC 180,6,INDIV INSTRUCTION: JAZZ GUITAR,,0.50,20,0,"Joseph D'Angelo, Cailin Manson",-,-,-,,Y
30249,MUSC 180,7,INDIV INSTRUCTION: VOICE,,0.50,20,0,Cailin Manson,-,-,-,,Y
30250,MUSC 180,8,INDIV INSTRUCTION: FLUTE,,0.50,20,0,"Amy Carroll, Cailin Manson",-,-,-,,Y
30251,MUSC 180,9,INDIV INSTRUCTION: PIANO,,0.50,20,0,"Yelena Beriyeva, Cailin Manson",-,-,-,,Y
30252,MUSC 180,10,INDIV INSTRUCTION: JAZZ PIANO,,0.50,20,0,Cailin Manson,-,-,-,,Y
30253,MUSC 180,11,INDIV INSTRUCTION:VIOLA/VIOLIN,,0.50,20,0,"Deborah Greenebaum, Cailin Manson",-,-,-,,Y
30397,MUSC 180,12,INDIVIDUAL INSTRUCTION:CELLO,,0.50,10,0,"Ariana Falk, Cailin Manson",-,-,-,,Y
30336,MUSC 180,13,INDIV INSTRUCTION: FRENCH HORN,,0.50,10,0,"Deborah Cole, Cailin Manson",-,-,-,,Y
30338,MUSC 180,14,INDIV INSTR: CLASSICAL GUITAR,,0.50,10,0,"Carlos Odria, Cailin Manson",-,-,-,,Y
30783,MUSC 180,15,INDIV INSTRUCTION: JAZZ GUITAR,,0.50,10,0,"Joseph Weinberg, Cailin Manson",-,-,-,,Y
32133,MUSC 180,16,INDIV INSTRUCTION: VOICE,,0.50,10,6,"Cailin Manson, Nicholas Tocci",-,-,-,,Y
30587,MUSC 180,17,INDIVIDUAL INSTRUCTION: OBOE,,0.50,10,0,"Joseph Halko, Cailin Manson",-,-,-,,Y
30656,MUSC 180,18,INDIV INSTRUCT:ADV JAZZ GUITAR,,0.50,10,0,Cailin Manson,-,-,-,,Y
31035,MUSC 180,19,INDIVIDUAL INSTRUCTION: VOICE,,0.50,10,3,"Anastasia Black, Cailin Manson",-,-,-,,Y
31043,MUSC 180,20,INDIV INSTRUCTION:JAZZ TRUMPET,,0.50,10,0,"Jerry Sabatini, Cailin Manson",-,-,-,,Y
32808,MUSC 180,21,INDIVIDUAL INSTRUCTION:VIOLA,,0.50,10,1,"Cailin Manson, Anton Boutkov",-,-,-,,Y
33528,MUSC 180,22,INDIV INSTRUCTION: BASSOON,,0.50,10,0,"Cailin Manson, Gabe Ramey",-,-,-,,Y
33529,MUSC 180,23,INDIVIDUAL INSTRUCTION: BASS,,0.50,10,0,"Cailin Manson, James MacDonald",-,-,-,,Y
33531,MUSC 180,24,INDIVIDUAL INSTRUCTION: HARP,,0.50,10,0,"Cailin Manson, Amanda Romano Foreman",-,-,-,,Y
30178,MUSC 230,1,SR TUTORIAL IN MUSIC HISTORY,,1.00,10,0,Benjamin Korstvedt,-,-,-,,Y
33970,MUSC 235,1,COMM MUSIC & SOCIAL ACTION,"AP

DI

POP",1.00,25,10,Brent Wetters,W,09:00 AM - 11:50 AM,TC112,,N
30179,MUSC 240,1,SENIOR TUTORIAL IN COMPOSITION,,1.00,10,0,John Aylward,-,-,-,,Y
30271,MUSC 240,2,SENIOR TUTORIAL IN COMPOSITION,,1.00,10,0,Matt Malsky,-,-,-,,Y
30181,MUSC 280,1,HONORS IN PERFORMANCE,,0.50,10,0,"Matt Malsky, Cailin Manson",-,-,-,,Y
30356,MUSC 280,2,HONORS IN PERFORMANCE,,0.50,10,0,"Peter Sulski, Cailin Manson",-,-,-,,Y
30398,MUSC 280,3,HONORS IN PERFORMANCE,,0.50,10,0,Cailin Manson,-,-,-,,Y
30845,MUSC 280,4,HONORS IN PERFORMANCE,,0.50,10,0,"Yelena Beriyeva, Cailin Manson",-,-,-,,Y
31016,MUSC 280,5,HONORS IN PERFORMANCE,,0.50,10,0,Cailin Manson,-,-,-,,Y
32809,MUSC 280,6,HONORS IN PERFORMANCE,,0.50,10,1,"Cailin Manson, Anton Boutkov",-,-,-,,Y
30182,MUSC 290,1,CAPSTONE PROJECT,,1.00,10,0,Matt Malsky,-,-,-,,Y
30183,MUSC 290,2,CAPSTONE PROJECT,,1.00,10,1,Benjamin Korstvedt,-,-,-,,Y
30184,MUSC 290,3,CAPSTONE PROJECT,,1.00,10,0,John Aylward,-,-,-,,Y
30614,MUSC 290,4,CAPSTONE PROJECT,,1.00,10,0,Cailin Manson,-,-,-,,Y
30633,MUSC 290,5,CAPSTONE PROJECT,,1.00,10,1,Cailin Manson,-,-,-,,Y
30855,MUSC 290,6,CAPSTONE PROJECT,,1.00,10,0,Yelena Beriyeva,-,-,-,,Y
30634,MUSC 290,7,CAPSTONE PROJECT,,1.00,10,0,"Ariana Falk, Cailin Manson",-,-,-,,Y
31013,MUSC 290,8,CAPSTONE PROJECT,,1.00,10,0,"Michael Connors, Cailin Manson",-,-,-,,Y
32016,MUSC 290,9,CAPSTONE PROJECT,,1.00,10,1,John Freyermuth,-,-,-,,Y
31015,MUSC 290,10,CAPSTONE PROJECT,,1.00,10,0,Cailin Manson,-,-,-,,Y
32090,MUSC 290,11,CAPSTONE PROJECT,,1.00,10,0,Jerry Sabatini,-,-,-,,Y
33971,MUSC 291,1,PORTFOLIO MASTERCLASS,,1.00,15,9,John Freyermuth,"M

M

M","09:00 AM - 11:50 AM

09:00 AM - 11:50 AM

09:00 AM - 11:50 AM","MACD016

MACD003

LEIR I",P=MUSC 100 & 121 & 141; JRS & SRS ONLY,N
32017,MUSC 297,2,HONORS,,1.00,10,1,John Freyermuth,-,-,-,,Y
30531,MUSC 299,0,DIRECTED STUDY,,1.00,0,0,,-,-,-,CONTACT A FACULTY MEMBER TO ARRANGE,Y
30241,NRES 300,1,NONRESIDENT COURSE,,Var,150,8,,,,,NONRESIDENT ONLY; UNGRADED; MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,N
31049,PECO 101,1,INTRODUCTION TO PEACE STUDIES,VP,1.00,60,57,Jude Fernando,MW,06:00 PM - 07:15 PM,JF218,,N
30804,PHIL 105,1,PERSONAL VALUES,"DI

VP",1.00,30,32,Jennifer Greene,MW,12:00 PM - 01:15 PM,JC217,,N
33138,PHIL 105,2,PERSONAL VALUES,"DI

VP",1.00,30,30,Jennifer Greene,MW,04:15 PM - 05:30 PM,JC217,,N
33678,PHIL 121,1,SCIENCE FICTION & PHILOSOPHY,VP,1.00,25,27,Scott Hendricks,TF,02:50 PM - 04:05 PM,JC215,5 SEATS RESERVED FOR 1ST YR STUDENTS; 5 SEATS RESERVED FOR SOPH STUDENTS,N
30021,PHIL 131,1,ENVIRONMENTAL ETHICS,VP,1.00,36,35,Patrick Derr,TF,12:00 PM - 01:15 PM,JC118,MUST REGISTER FOR DISC,N
33679,PHIL 131,901,DISC: ENVIRONMENTAL ETHICS,VP,0.00,12,12,Patrick Derr,T,06:00 PM - 06:50 PM,BP217,,N
33680,PHIL 131,902,DISC: ENVIRONMENTAL ETHICS,VP,0.00,12,12,Patrick Derr,W,06:00 PM - 06:50 PM,JF202,,N
33681,PHIL 131,903,DISC: ENVIRONMENTAL ETHICS,VP,0.00,12,11,Patrick Derr,R,06:00 PM - 06:50 PM,JF202,,N
30022,PHIL 143,1,HIST OF EARLY MODERN PHILOSPHY,HP,1.00,30,30,Wes DeMarco,MWF,11:00 AM - 11:50 AM,ASEC304,,N
31180,PHIL 150,1,PHILOSOPHY OF RELIGION,GP,1.00,30,28,Wes DeMarco,MWF,10:00 AM - 10:50 AM,ASEC304,,N
30423,PHIL 165,1,ASIAN PHILOSOPHY,GP,1.00,30,17,Wes DeMarco,MWF,12:00 PM - 12:50 PM,ASEC304,,N
33072,PHIL 220,1,THEORIES OF ETHICS,VP,1.00,20,20,Jennifer Greene,TR,04:15 PM - 05:30 PM,S223,P=ONE PHIL COURSE,N
33997,PHIL 229,1,AI ETHICS,VP,1.00,30,29,Paul Broderick,MWF,10:00 AM - 10:50 AM,JC120,,N
33711,PHIL 263,1,PHILOSOPHY OF MIND,,1.00,20,19,Scott Hendricks,TF,12:00 PM - 01:15 PM,JC215,"P=ONE 100 LEVEL PHIL COURSE; SOPH, JRS & SRS ONLY",N
30990,PHIL 294,1,PEER LEARNING ASSISTANT,,1.00,4,0,Patrick Derr,-,-,-,,Y
32091,PHIL 294,2,PEER LEARNING ASSISTANT,,1.00,5,0,Wiebke Deimling,-,-,-,,Y
30461,PHIL 299,0,DIRECTED STUDY,,1.00,0,0,,-,-,-,CONTACT A FACULTY MEMBER TO ARRANGE,Y
33046,PHYS 020,1,DISCOVERING PHYSICS,SP,1.00,20,9,Ranjan Mukhopadhyay,"TF

TF","12:00 PM - 01:15 PM

01:16 PM - 02:00 PM","BPM110

BPM110",,N
30064,PHYS 111,1,INTRO PHYSICS PART II,SP,1.00,45,34,Izabela Stroe,TF,12:00 PM - 01:15 PM,S120,P=PHYS 110 OR PHYS 120; MUST REG FOR LAB,N
30066,PHYS 111,901,LAB: INTRO PHYSICS PART II,SP,0.00,15,11,Izabela Stroe,M,04:15 PM - 06:15 PM,BPM110,,N
30065,PHYS 111,902,LAB: INTRO PHYSICS PART II,SP,0.00,15,16,Izabela Stroe,R,04:15 PM - 06:15 PM,BPM110,,N
30681,PHYS 111,903,LAB: INTRO PHYSICS PART II,SP,0.00,15,7,Izabela Stroe,W,04:15 PM - 06:15 PM,BPM110,,N
30067,PHYS 121,1,INTRO PHYSICS II WITH CALCULUS,SP,1.00,30,23,Alexander Petroff,TF,12:00 PM - 01:15 PM,S121,P=PHYS 120; CO-REQ=MATH 121 OR MATH 125; MUST REG FOR LAB,N
30373,PHYS 121,901,LAB: INTRO PHYSICS II W/ CALC,SP,0.00,15,14,Alexander Petroff,W,04:15 PM - 06:45 PM,BP212,,N
30900,PHYS 121,902,LAB: INTRO PHYSICS II W/ CALC,SP,0.00,15,9,Alexander Petroff,M,04:15 PM - 06:45 PM,BP212,,N
33722,PHYS 127,1,COMPUTER SIMULATION LABORATORY,SP,1.00,20,7,Arshad Kudrolli,"TF

TF","01:25 PM - 02:40 PM

02:41 PM - 03:25 PM","BP224

BP224",P=PHYS 120 & MATH 120 OR 124,N
30068,PHYS 131,1,QUANTUM PHYSICS & RELATIVITY,SP,1.00,15,8,Michael Boyer,"TR

R","09:00 AM - 10:15 AM

04:15 PM - 06:45 PM","S122

S233",P=PHYS 130; CO-REQ=MATH 131 OR PERM,N
30069,PHYS 161,1,ELECTRICITY AND MAGNETISM,,1.00,20,5,Ranjan Mukhopadhyay,MWF,10:00 AM - 10:50 AM,BP217,"P=PHYS 160, PHYS 130, MATH 131",N
31078,PHYS 243,1,TECHNOLOGY OF RENEWABLE ENERGY,POP,1.00,15,7,Charles Agosta,MR,01:25 PM - 04:05 PM,BP217,,N
30788,PHYS 251,1,STATISTICAL PHYSICS,,1.00,20,8,Alexander Petroff,TF,01:25 PM - 02:40 PM,S121,P=PHYS 127 & 150 & 131,Y
30765,PHYS 293,1,PEER LEARNING ASSISTANT,,Var,10,0,Izabela Stroe,-,-,-,GRADED PASS/FAIL; MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30779,PHYS 293,3,PEER LEARNING ASSISTANT,,Var,10,0,Ranjan Mukhopadhyay,-,-,-,GRADED PASS/FAIL; MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
31037,PHYS 297,1,HONORS,,1.00,10,0,Alexander Petroff,-,-,-,,Y
30394,PHYS 297,2,HONORS,,1.00,10,0,Ranjan Mukhopadhyay,-,-,-,,Y
30393,PHYS 297,3,HONORS,,1.00,10,0,Michael Boyer,-,-,-,,Y
30392,PHYS 297,4,HONORS,,1.00,10,1,Arshad Kudrolli,-,-,-,,Y
30391,PHYS 297,5,HONORS,,1.00,10,0,Charles Agosta,-,-,-,,Y
31376,PHYS 297,6,HONORS,,1.00,10,0,Barbara Capogrosso Sansone,-,-,-,,Y
30462,PHYS 299,0,DIRECTED STUDY,,1.00,0,0,,-,-,-,CONTACT A FACULTY MEMBER TO ARRANGE,Y
